fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231128 054722	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	495	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0807761254953649	0.864219199737751	569	39720	12874	153874083.958021	53
20231128 055814	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	399	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0732480181918451	0.685663845873693	537	49385	13153	152336536.231884	54
20231128 061815	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	929	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0203094796174468	0.737298949234419	446	41507	13099	153808509.245377	55
20231128 063116	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	560	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0570461250730716	0.994258098449813	332	50000	11272	157782616.691654	56
20231128 064051	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	230	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0474689749233858	0.623746747736684	848	40222	12522	155794875.562219	57
20231128 064506	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	165	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.152428465673418	0.874558277362679	8	31952	12993	154156326.336832	58
20231128 070522	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	715	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0414925979789013	0.755359416511912	498	37244	14603	155832653.173413	59
20231128 071614	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	285	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.109215686410335	0.498994154865973	424	40615	15959	139604281.35932	60
20231128 072252	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	48	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0765075207090599	0.732124013341717	960	42160	10260	148306456.771614	61
20231128 074216	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	965	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0232246497754694	0.919367620561183	478	49906	13308	156877843.078461	62
20231128 080243	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	971	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0201465402529651	0.999626344011576	646	42610	13017	157127236.881559	63
20231128 081913	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	745	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0510339898269185	0.692284637612405	569	39710	13811	150726018.490755	64
20231128 083023	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	475	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0515191903308811	0.892872268691726	30	49691	12112	156475950.024988	65
20231128 084215	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	402	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0442895688483931	0.852188919873865	390	38979	11534	155668056.971514	66
20231128 085046	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	154	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0895083966842938	0.753929756464213	418	31260	12474	158152584.707646	67
20231128 090452	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	318	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0200260154352307	0.767054565727752	578	19753	14130	152853938.030985	68
