fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231127 223940	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	455	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.185874274716556	0.239841368176186	491	407	11890	132537776.111944	89
20231127 224139	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	152	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.19802384969919	0.0308245748967844	891	16782	14136	136349029.485257	90
20231127 224601	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	418	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.117505643827276	0.0932122374379601	1001	48965	12674	144323719.14043	91
20231127 224905	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0586978491543402	0.735669347251233	730	25572	14950	146302903.548226	92
20231127 225136	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	35	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.180505027144748	0.240760430115203	389	18848	13652	135780087.956022	93
20231127 225656	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	454	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0801889474014428	0.613331326868454	991	35735	11520	152166776.611694	94
20231127 230355	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	276	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0625522200724533	0.681921333794288	839	3355	12369	149314131.434283	95
20231127 231208	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1061	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.201020850809043	0.209075022232301	774	11256	12958	141023315.342329	96
20231127 231608	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.215582401418094	0.626406610453705	817	5452	12687	140940025.487256	97
20231127 231823	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	116	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.13318309732576	0.0753683628020225	355	40232	12596	138398794.602699	98
20231127 232226	191	3328776	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	179	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.216360574382339	0.362509637020213	994	8057	13225	149959572.713643	99
