fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	data_sample_strategy	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	feature_fraction_bynode	max_depth	top_rate	other_rate	estimulos	ganancia	iteracion_bayesiana
20231127 094354	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	327	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0468814984573754	0.510697909628652	328	8708	0.71407257161004	20	0.214314999458743	0.530135945215576	10304	157834138.930535	80
20231127 100754	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	758	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0387887190687873	0.561539256925508	682	13505	0.508258273792115	14	0.216556284573984	0.501738460068975	11007	158329970.514743	81
20231127 103151	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	682	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0497680437401818	0.598129341546921	665	4117	0.961645536877392	24	0.337603263531859	0.464271835100596	13353	160325421.789105	82
20231127 104316	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	135	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0497085998085374	0.592325383279832	756	14072	0.522107691178915	11	0.270633693443127	0.535418563593324	14920	154739390.304848	83
20231127 111329	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	863	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0456217252600514	0.570967961141657	761	388	0.761569736838724	39	0.256974378632228	0.452201014134857	11648	151096003.998001	84
20231127 113357	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	385	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0495183927597792	0.565456589482492	690	1012	0.954127175746476	44	0.230850811827674	0.514590461629274	11652	157328053.973013	85
20231127 114442	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	251	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0664276167185861	0.532419282411489	885	11792	0.836225325289433	35	0.139012469360313	0.3212015975565	13006	158915721.13943	86
20231127 115613	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	508	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0465919820150802	0.86720497654628	145	10079	0.599694683382687	5	0.474236187496995	0.146678733630305	11495	157167543.728136	87
20231127 120705	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	59	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0654885316504868	0.522055355473766	393	4793	0.834879464429705	10	0.451701981641781	0.320826813480892	14112	156488823.588206	88
20231127 123319	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	941	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0525536356583236	0.617573244544266	690	4215	0.99934779786634	6	0.362366274400233	0.469463629717188	11496	156866270.864568	89
20231127 125344	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	896	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.069180817399094	0.677434944741293	732	11482	0.81346055684368	7	0.170675240696517	0.317838917858461	11912	152688743.628186	90
20231127 130428	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	499	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0578315254930841	0.780455827311268	227	11048	0.779468619672153	2	0.324081935980241	0.254426962187146	11814	155399951.024488	91
20231127 131301	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0746073013259421	0.580288503995557	327	16012	0.799282263375996	40	0.172437259212194	0.401439118036696	11093	154831418.790605	92
20231127 132518	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	113	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0390107794650461	0.528578256548087	419	8048	0.543772892871354	27	0.178593361583849	0.574773006392976	14988	155844039.98001	93
20231127 133915	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	143	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0484434424426413	0.539266491840621	633	4691	0.359778525452232	25	0.31379321937983	0.494314030560526	13589	156724196.401799	94
20231127 135422	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	460	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0466538129940247	0.700517659917826	657	8277	0.874007591849613	22	0.159306458378637	0.664052016667097	14089	155735660.669665	95
20231127 140012	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	72	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.078406851854971	0.631628237251366	902	31632	0.585931206591151	27	0.31324561938563	0.365087329731384	14954	152194363.818091	96
20231127 141125	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	86	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0452416635513753	0.5934642021308	168	9067	0.451619526287478	28	0.289862860378935	0.52171201047021	13339	155124971.014493	97
20231127 142036	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	412	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0652471895312928	0.63544554382422	98	5237	0.910796205714061	15	0.084879984276803	0.187167472419096	10754	156760140.929535	98
20231127 143304	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	283	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0467842453323381	0.827635933830587	339	3194	0.918012810235681	16	0.15100586869091	0.464330306594373	11402	157773906.046977	99
20231127 144816	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	775	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0899886118704819	0.669801428369386	574	34972	0.852539631889588	12	0.623672756458261	0.216370988048022	12723	155853222.888556	100
20231127 150332	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	547	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0613799079141974	0.491705611098779	185	9711	0.982385152963584	21	0.114024915778798	0.333735153310437	11488	156734064.967516	101
20231127 152550	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	484	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0528458427445266	0.557281236841764	913	1098	0.909282696531718	28	0.321810647881517	0.243793121578693	13124	154586292.853573	102
20231127 155817	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1117	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0524038394600715	0.464521553700637	671	3526	0.978543107521606	29	0.343150532637349	0.487267855696492	10715	153443095.952024	103
20231127 160941	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	296	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0473821114522053	0.633903970396512	655	2825	0.88510228417597	21	0.264690440545124	0.332683445094837	11788	157538032.983508	104
20231127 162158	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	178	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0579297013568802	0.664034574580444	653	1823	0.814868940232701	20	0.404653668071576	0.322467417129334	11435	158084995.002499	105
20231127 164325	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	658	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0459971779500438	0.580739912768526	713	5006	0.54753825077732	26	0.20121652723371	0.342323530969339	11593	159265871.564218	106
20231127 164933	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	109	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0682699878570102	0.827144450561469	121	2897	0.989481016217813	3	0.208328074940897	0.367455883187942	12669	160961137.931034	107
20231127 165850	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	122	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0389623055047195	0.675830922146538	683	24751	0.991389555792801	20	0.351603095135781	0.491947582057265	14070	154191599.2004	108
20231127 170508	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	51	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0704551648739451	0.544836218047105	267	16259	0.615369782278524	19	0.180030552143838	0.181149167277469	11869	146356500.249875	109
20231127 171723	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	288	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0409155171369588	0.690881469357537	424	1878	0.627994954370399	28	0.214782099044824	0.394355035363171	11837	157492524.237881	110
20231127 172818	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	410	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0589486803023775	0.783224818607915	619	10380	0.990282565270851	9	0.215698584581991	0.440764810021738	10884	158177317.341329	111
20231127 173827	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1470	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0631383341126736	0.80073796446095	13	3657	0.913952252626094	14	0.190426348729228	0.344208346141444	13404	157519226.386807	112
20231127 174913	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	193	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0899853602214598	0.667529776083566	350	6544	0.682106243221494	29	0.143061838738484	0.334850792242714	11264	162917937.031484	113
20231127 175845	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	126	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0777562026755592	0.690467888722263	202	3214	0.959163740349207	31	0.152828140258398	0.271537410628724	12445	159775454.772614	114
20231127 180646	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	220	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.10057875873463	0.628671306659249	487	6309	0.764431540541122	26	0.136555338173126	0.401099713958341	12029	157471842.578711	115
20231127 181749	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	252	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.082969742039763	0.676367236411941	472	6441	0.590127031809302	37	0.126762967642914	0.30878881926122	11400	159485817.091454	116
20231127 183348	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	761	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0729894758611663	0.667435075358009	443	6804	0.677102098304275	10	0.454084782028676	0.199550555788549	12229	154733271.864068	117
20231127 184047	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	59	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0912257868272412	0.68209249771016	822	18919	0.492244677076673	30	0.147352628429925	0.308205420474138	15818	152734269.865067	118
20231127 185233	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	339	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0808504418925777	0.65735072382443	160	2577	0.693025162773191	47	0.140226943582302	0.28078256233464	12626	158385036.481759	119
20231127 190349	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	179	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0560908056863226	0.637892035737564	833	2630	0.671605622672684	34	0.113946412253059	0.329059103688803	12050	156239545.227386	120
20231127 193057	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	625	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0437201809982638	0.584191298214816	689	2199	0.380789392295967	28	0.214118316605424	0.679606373413081	12302	157834565.717141	121
20231127 193645	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	64	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0895045345415388	0.658623519992432	107	2951	0.80844636980067	27	0.157960844903818	0.545250234029159	13147	150827131.934033	122
20231127 195718	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	773	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.09257109178734	0.686813700619962	196	7311	0.667579171720574	34	0.506039984644861	0.334739386270874	11109	156167834.582709	123
20231127 200435	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	157	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0911270426763559	0.695571745080822	575	7194	0.67199119978747	34	0.0112471558562615	0.316126657769504	13172	154097769.115442	124
20231127 201735	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	542	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0973404883309297	0.68131579737683	189	10357	0.704357631548492	33	0.151739009103758	0.264697116339809	11022	153995305.347326	125
20231127 204758	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1351	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0485874544083877	0.609349881413324	386	5489	0.283118074801248	33	0.141511956611645	0.328809760118559	10882	155471077.461269	126
20231127 205444	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	54	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0508525804682239	0.605910273544521	432	15459	0.983041013139224	24	0.0982818509431056	0.469480106987212	15370	148851379.310345	127
20231127 210321	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	136	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0901504368919992	0.615373599327951	48	8296	0.045514244548514	26	0.136413155529534	0.351498148681579	13446	150074801.5992	128
20231127 213159	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1175	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0449562126667902	0.627348411524228	623	2438	0.623062260915244	15	0.340072841564212	0.374397970863561	10526	155530813.593203	129
20231127 214111	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	341	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0857303613734474	0.645464540159651	219	3091	0.662853286527233	31	0.150878845716214	0.355889743677086	11790	160250289.855072	130
20231127 215117	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	239	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.069091924841053	0.828626294587867	162	9240	0.989482281280885	6	0.219328846649166	0.245300765633488	12762	159740762.618691	131
20231127 220844	551	2215457	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	549	1	1	1	FALSE	1	0.1	50	0.5	TRUE	goss	135977	0.0475709474555431	0.718149205114377	535	957	0.970054558720339	8	0.220628266924626	0.530029940372949	12859	150909438.78061	132
